lattes id;coordenador;ano inicio;ano fim;titulo;Assunto
4263720213605827;Marcia Teresinha Veit;2010;2012;Avaliação da Remoção de Corante Reativo Empregando Macrófita Aquática e Alga Marinha;5G
4263720213605827;Marcia Teresinha Veit;2008;2010;Avaliação da remoção do corante comercial reativo azul 5G utilizando diferentes materiais de origem biológica e carvão ativado proveniente da purificação doméstica de água (CNPq-Universal 2008);5G
3190608911887258;Tereza Cristina Melo de Brito Carvalho;2021;Atual;Fatiamento de Infraestruturas de Internet do Futuro (SFI2);5G
3190608911887258;Flávio de Oliveira Silva;2018;Atual;BRASIL5G and Beyond;5G
3190608911887258;;2017;2020;5GINFIRE - Evolving FIRE into a 5G-Oriented Experimental Playground for Vertical industries;5G
3190608911887258;Flávio de Oliveira Silva;2017;Atual;FI-GUARDIAN/Hydro: Combo IoT Ambiental especializado em Recursos Hídricos;5G
3190608911887258;;2014;2018;A2RCON: Arquitetura Adaptável para Redes CONvergentes;5G
0988752099361706;;2022;Atual;Sistema Inteligente para Gestão de Mobilidade de Veículos Usando Blockchains como Técnicas de Crowdsourcing e Monettização;5G
0988752099361706;RAIMUNDO SAMPAIO-NETO;2018;2022;Comunicação verde em redes celulares de 5a geração: otimizando a eficiência energética e a utilização de recursos da rede;5G
5988817460788034;Alexandre Jean René Serres;2020;Atual;Research Collaboration and Mobility for Beyond 5G Future Wireless Networks;5G
3166552559200081;Ari Timerman;2010;Atual;Relação entre o Uso de Inibidores da Enzima Conversora de Angiotensina e a Elevação de Troponina I Cardíaca em Pacientes com Síndrome Coronariana Aguda sem Supradesnivelamento do Segmento ST;5G
3776300004312848;Djamel Fawzi Hadj Sadok;2021;Atual;Scalable Service Function Chain Allocation 2 (SFC-DCA2);5G
3776300004312848;Djamel Fawzi Hadj Sadok;2018;2020;Base Station Robotic frontplane Operation -- RBOT;5G
3776300004312848;Djamel Fawzi Hadj Sadok;2016;2018;Avaliação da capacidade da quinta geração de redes móveis -- FIGMENT;5G
7227781646829609;Paulo Cardieri;2017;2018;Sistemas de Comunicação Celular de 5a. Geração;5G
0350208006499503;;2022;Atual;Conexão Segura de Veículos em Redes 5G;5G
0350208006499503;Fátima de Lima Procópio Duarte Figueiredo;2020;2021;Simulação de um Mecanismo Multicritério de Decisão de Handover para Veículos Conectados em Redes 5G;5G
0253528642320831;Ariana Maria da Conceicao Lacorte Caniato Serrano;2017;2021;5G Range;5G
8216536516894987;Flávio Henrique Teles Vieira;2020;Atual;Alocação de Recursos em Redes sem Fio Utilizando Algoritmos Baseados em Aprendizagem de Máquina;5G
5530596957650388;;2016;Atual;CogNet;5G
9689394915288313;;2014;2018;ESTUDO DA ADSORÇÃO DO CORANTE REATIVO AZUL 5G EM DIFERENTES TIPOS DE CARVÃO ATIVADO;5G
9119890339398363;Luciano Leonel Mendes;2017;2019;Análise de Desempenho de Sistemas de Transmissão para Redes 5G Visando Atender os Serviços Essenciais para o Brasil;5G
9119890339398363;;2017;2019;Aplicabilidade das redes 5G como solução para IoT;5G
9119890339398363;;2009;2020;Contribuições para a Camada Física e de Enlaces em Sistemas de Telecomunicações;5G
9825617657358787;;2019;2022;Tecnologias e Mecanismos de Redes Móveis Sem Fio de Quinta Geração (5G) para Suporte a Comunicação Ultra Confiável e com Latência Muito Baixa (URLLC);5G
6475399824392517;Fabiano Brito dos Santos;2022;Atual;Internet 5G no Brasil: perspectivas a partir do leilão do espectro eletromagnético em 2021;5G
6475399824392517;;2021;2022;Internet 5G: Nova etapa das telecomunicações no Brasil;5G
1991495643298837;Pedro Carlos de Assis Júnior;2019;2020;MODELAGEM DE FILTROS DE MICROFITA SEGUNDO A GEOMETRIA DO NÚMERO DE OURO DOS PITAGÓRICOS;5G
7221501929005386;Leandro Ronchini Ximenes;2017;2019;Abordagem tensorial para a modelização de sistemas cooperativos de comunicação sem-fio;5G
3539132900107836;CAVALCANTI, FRANCISCO RODRIGO PORTO;2020;Atual;Redes de Comunicação Sem fio de Próxima Geração com Superfícies Refletoras Reconfiguráveis Centralizadas no Usuário;5G
3539132900107836;;2017;2020;5G-RANGE;5G
9745937989094036;Carmelo Jose Albanez Bastos Filho;2019;Atual;Inteligência Artificial Aplicada ao Desenvolvimento de Antenas;5G
0739489284822297;Carlos Henrique Rodrigues de Oliveira;2002;2003;Redes Móveis Celulares de Segunda e Terceira Gerações;5G
7024103923181043;Raphael Carlos Santos Machado;2022;Atual;Sistema Inteligente para Gestão de Mobilidade de Veículos Usando Blockchains como Técnicas de Crowdsourcing e Monitização;5G
8347190422243353;Glauber Gomes de Oliveira Brante;2018;2022;Técnicas de Diversidade para Comunicações entre Máquinas e Sistemas 5G - Chamada MCT/CNPq 28/2018 - Universal/Faixa A;5G
1703406475581759;Arismar Cerqueira Sodré Junior;2021;Atual;Inteligência Artificial Aplicada a Sistemas Fiber/Wireless 5G NR;5G
1703406475581759;;2018;Atual;Antenas e Arranjos de Antenas;5G
1703406475581759;;2017;Atual;Redes de comunicação de próxima geração;5G
1703406475581759;;2012;2018;Arquitetura e Redes Convergentes;5G
7471111924336519;José Marcos Silva Nogueira;2021;Atual;PORVIR-5G: programabilidade, orquestração e virtualização em redes 5G;5G
4333596254925501;Daniel Costa Araújo;2022;Atual;Solução de controle de feixes para sistemas 5G com requisito de baixa latência e alta confiabilidade.;5G
1028151705135221;;2022;Atual;Computação de Borda em um Mundo de IoT Inteligente com Suporte a Latência Ultra Baixa (EdgeIo2T);5G
1028151705135221;Eduardo Coelho Cerqueira;2021;Atual;Veículos Autônomos nas Nuvens (VANs);5G
1028151705135221;Eduardo Coelho Cerqueira;2017;2021;5GVeMuCloud: arcabouço para a disseminação de fluxos de vídeos em redes veiculares 5G.;5G
5359073935110357;;2017;2020;Remote area Access Network for 5th GEneration (5G-RANGE);5G
5359073935110357;Francisco Rodrigo Porto Cavalcanti;2004;2006;Gerência de Recursos de Rádio Avançado e Global para Redes Sem Fio Multi-serviço e Multi-acesso;5G
4159638862269940;;2017;Atual;DISPOSITIVOS E CIRCUITOS RECONFIGURÁVEIS E COM METASURFACES PARA ONDAS MILIMÉTRICAS E TERAHERTZ;5G
2934786440085983;Daniel Macêdo Batista;2019;2021;IoT­SED: Segurança e Eficiência no Transporte de Dados na Internet das Coisas;5G
5556212442729541;José Antonio Apolinário Jr.;2020;2022;Joint Passive Coherent Location in 5G and IoT for Critical Infrastructure Protection;5G
5848666747964196;Eduardo Goncalves de Lima;2019;Atual;Transmissores com alta eficiência energética para sistemas de comunicações sem fio;5G
3333000136853156;Flávio Geraldo Coelho Rocha;2017;Atual;Análise de Tecnologias Emergentes e Avaliação de Parâmetros de Qualidade de Serviço para Redes 5G;5G
1467664612924239;Edmar Candeia Gurjão;2021;Atual;Pesquisa e Inovação sobre segurança cibernética das redes de telecomunicações, especialmente nos sistemas de comunicações móveis de quinta geração (5G Security);5G
1467664612924239;Rui Aguiar;2016;2017;COntrol Networks in FIve G (CONFIG);5G
6070243976579939;Mateus Augusto Silva Santos;2015;2017;H2020 5G Exchange;5G
1722150437378806;;2018;2019;Algoritmos e Implementações em Hardware e Software para o Transporte em Fronthaul de Sinais 5G;5G
0117460865270656;Shuangyi Yan;2022;Atual;5G Clarity;5G
0830785546690504;Elder Eldervitch Carneiro de Oliveira;2021;Atual;MINIATURIZAÇÃO DE UM ARRANJO LOG-PERIÓDICO QUASE-FRACTAL DE ANTENAS DE MICROFITA PARA APLICAÇÕES EM REDES DE COMUNICAÇÃO SEM FIO NA FAIXA DAS MICRO-ONDAS;5G
0830785546690504;;2017;2018;PROJETO NUMÉRICO DE UM ARRANJO LINEAR DE ANTENAS PLANARES UTILIZANDO A CURVA FRACTAL DE KOCH DE NÍVEL 2;5G
6544098578171957;Priscila América Solís Mendez Barreto;2023;Atual;PLEDESIR - Plataforma Experimental para Desenvolvimento de Serviços Inteligentes em 5G/6G no Âmbito de Interfaces Abertas na RAN;5G
6544098578171957;Priscila América Solís Mendez Barreto;2021;2022;5G-SEG: Estudo sobre os requisitos de segurança das soluções Open RAN para 5G;5G
6544098578171957;Priscila América Solís Mendez Barreto;2019;2020;Framework de Avaliação de Desempenho em Redes 5G;5G
7812468603653799;Alexandre César Cunha Leite;2021;2022;A Disputa Tecnológica entre China e Estados Unidos pelo 5G: a rivalidade e os reflexos no Brasil.;5G
6080740001190093;Paulo de Figueiredo Pires;2022;Atual;Alocação de recursos distribuída e orientada para a mobilidade em sistemas 5G;5G
